name,assess,Importance,numInfobox,InfoboxValues,InfoboxImages,numTemplates,numWpEdits,wpmShare,translated,codes,repLinks,numRecSections,HAuthority,HCompleteness,HInformativeness,HConsistency,Authority,Completeness,Complexity,Informativeness,Consistency
Pregabalin,B,Mid,0,0,0,12,286,0.096166778749159,1,0,82,13,1336.9,17490.4,6.16765220676025,2960.18271687962,1135.3,4880.4,3.3,5.20765220676025,2960.0754539341
Pregnancy,B,Top,1,15,1,7,515,0.075248392752776,1,6,156,6,3442.6,45495.4,32.7358332500355,3003.64297194623,3216.8,10575.4,7.1,16.1758332500355,3003.62668030392
Priapism,B,Mid,2,17,1,4,75,0.085812356979405,1,5,15,7,669.6,32890.2,19.6784866916245,3479.66304347826,468.6,1850.2,11.25,1.35848669162453,3479.61876430206
Prion,GA,Mid,2,7,1,4,70,0.025716385011021,0,2,136,3,1327.1,19120.6,13.6689697363816,3660.54886113152,1306.1,6510.6,6.35,5.34896973638161,3660.59235855988
Progeria,B,Mid,1,16,1,4,75,0.021878646441074,0,7,60,9,1801.8,46287.6,18.7153889638734,3377.54156942824,1800.8,3607.6,15.1,1.39538896387342,3377.60869311552
Progesterone,B,High,0,0,0,17,45,0.034013605442177,0,0,131,4,669,11508.6,8.53050526072378,3500.56462585034,656.2,7628.6,0.550000000000001,7.17050526072378,3500.65736961451
Project MKUltra,B,Low,0,0,0,0,14,0.003089825645553,0,0,8,0,2150.1,10066.2,5.03745961580263,3577.50587066873,2172.9,10066.2,0.949999999999999,5.03745961580263,3577.56793202384
Promethazine,C,Mid,0,0,0,20,60,0.061287027579162,1,0,19,7,704.1,9615,3.27120669544301,3110.6164453524,504.9,2825,-14.7,1.67120669544301,3110.61950970378
Propofol,B,Mid,0,0,0,9,83,0.058286516853933,1,0,71,8,905.3,11124.6,4.24227566334604,3211.11074438202,700.3,3364.6,3.25,3.52227566334604,3211.11460674157
Propranolol,C,Mid,0,0,0,15,97,0.091595845136922,1,0,63,12,740.9,15462,4.70497621465605,3398.67403210576,535.1,3822,-1.95,3.50497621465605,3398.60764872521
Prosopagnosia,C,Mid,2,11,1,3,40,0.039370078740158,0,4,43,6,497.5,29009.8,13.3354274894405,3214.07480314961,497.1,3789.8,6.45,1.09542748944052,3214.05374015748
Protozoa,C,Low,0,0,0,1,3,0.001466275659824,0,0,31,3,1094.6,7790.4,6.24771139693239,3728.00278592375,1097,4880.4,1.65,6.16771139693239,3728.09032258065
Pseudoephedrine,B,Mid,0,0,0,11,12,0.009118541033435,0,0,28,9,654.9,15081.6,5.21472113099539,3499.01732522796,667.3,6351.6,4.35,4.33472113099539,3499.0679331307
Pseudomonas aeruginosa,B,High,0,0,0,0,53,0.053481331987891,0,0,111,4,524.1,10459.4,7.10732475106257,2945.10161453078,502.7,6579.4,3.95,7.10732475106257,2945.0950554995
Psoriasis,GA,High,1,13,1,5,980,0.206446176532547,1,7,155,10,2399.9,53244.6,22.2088509249631,3465.39224773541,2172.7,9594.6,5.35,7.80885092496314,3465.08582262482
Psoriatic arthritis,C,Mid,2,11,1,4,92,0.210526315789474,0,5,28,5,232.7,32152.4,14.9339024662833,3189.9,228.1,3052.4,-2.15,2.61390246628326,3189.61258581236
Psychoactive drug,B,Mid,0,0,0,5,39,0.016745384285101,0,0,46,2,1098.6,8963.8,9.96525248586913,3369.03181623014,1097,7023.8,-3.95,9.56525248586913,3369.06466294547
Psychoanalysis,C,Mid,0,0,0,3,9,0.002288911495422,0,0,36,3,1784.2,22307.8,2.91107797657383,3686.50434893184,1791,19397.8,8.75,2.67107797657383,3686.56576805697
Psychopathy,B,High,2,11,0,1,139,0.019308237255174,0,2,134,7,3190.1,32126.2,15.3039822106476,3409.03668565078,3192.3,15636.2,-5.4,4.22398221064755,3409.05959160995
Psychosis,B,High,2,19,1,6,303,0.0843776106934,1,6,154,10,1962.7,49697.6,22.5302482485595,3637.66031746032,1735.3,10897.6,-4,2.0502482485595,3637.59540517962
Psychotherapy,B,Mid,2,5,0,3,16,0.005649717514124,0,3,95,4,1327.9,30097.6,6.99985394279379,3612.01073446328,1339.3,11667.6,-1.25,1.75985394279379,3612.06228813559
Ptosis (eyelid),Start,Mid,2,14,1,6,14,0.026415094339623,0,7,16,8,296.9,45507,18.9245157280722,2759.05018867925,298.1,3797,9.9,3.44451572807223,2759.07811320755
Puberty,B,Mid,0,0,0,0,17,0.005503399158304,0,0,55,1,1565,11534,9.50898934170416,3508.0104564584,1563.4,10564,7.85,9.50898934170416,3508.13557785691
PubMed,C,Mid,0,0,0,1,26,0.026156941649899,0,0,69,1,494.2,3879,2.73790043752114,3210.04969818913,474.4,2909,0.15,2.65790043752114,3210.06398390342
Pulmonary edema,C,Mid,2,13,1,6,57,0.090909090909091,0,6,25,4,327.5,35272.8,16.4557297265039,3240.67272727273,324.1,2292.8,-0.85,1.97572972650395,3240.65311004785
Pulmonary embolism,B,High,1,13,1,6,231,0.187196110210697,1,6,108,5,827.7,40947.6,21.348144259196,3375.8556726094,607.5,6997.6,6.45,6.868144259196,3375.70226904376
Pulmonary fibrosis,B,Mid,2,15,1,4,51,0.155963302752294,1,2,15,4,364.3,15859.6,18.6422126242162,3007.79633027523,165.1,2279.6,7.55,2.32221262421622,3007.60642201835
Pulse oximetry,Start,Low,1,10,1,2,29,0.040845070422535,0,0,52,2,359.6,6239.8,13.7553137549548,3148.0776056338,355.6,4299.8,-2.15,2.59531375495479,3148.06169014085
Quarantine,C,Mid,0,0,0,0,8,0.006384676775738,0,0,27,1,614.8,12934.4,8.59455460448525,3659.01213088587,624,11964.4,3.3,8.59455460448525,3659.0938547486
Quercetin,Start,Low,0,0,0,10,27,0.028846153846154,0,0,39,2,420.6,3907.4,4.09970812541192,3005.55480769231,415.4,1967.4,2.55,3.29970812541192,3005.55
Quetiapine,B,Mid,1,50,1,17,112,0.061068702290076,1,0,59,10,1072.4,15370.4,57.123978952889,3399.11603053435,876.6,5670.4,-5.4,4.76397895288898,3399.09422028353
Quinine,C,Mid,1,52,1,10,105,0.069398545935228,1,0,52,9,955,14509,58.7755405057295,3637.63185723728,754.8,5779,8.9,4.97554050572949,3637.60112359551
Rabies,B,High,1,10,1,4,235,0.033145275035261,1,6,95,9,3917.5,44256.8,20.2381189785065,3523.56297602257,3705.5,6426.8,12.35,8.91811897850647,3523.60527503526
Radium Girls,Start,Mid,0,0,0,0,1,0.001506024096386,0,0,3,0,327.9,3263.6,2.23450954656615,3019.00286144578,333.5,3263.6,11.65,2.23450954656615,3019.05692771084
Ramesh Balwani,C,Low,0,0,0,0,1,0.003067484662577,0,0,0,0,156,1401.6,0.855430957916577,645.505828220859,162.6,1401.6,10.6,0.855430957916577,645.571779141104
Rape,B,Mid,1,5,0,8,114,0.014933193607545,0,5,65,5,3285.6,43520.2,12.5540954653884,3633.52837306785,3302.8,14420.2,7.85,6.91409546538842,3633.62103746398
Rape of males,C,Mid,0,0,0,1,14,0.014256619144603,0,0,15,0,484.3,6837.6,2.72600629205311,3294.02708757637,495.7,6837.6,13.75,2.64600629205311,3294.09287169043
Rape statistics,C,Low,0,0,0,1,21,0.008261211644375,0,0,27,1,1227.8,19406.8,4.23204977897745,2789.51569630212,1286.2,18436.8,7.35,4.15204977897745,2789.57529504327
Raynaud syndrome,B,Mid,1,15,1,4,72,0.084014002333722,0,7,45,5,455.8,41418,20.9866199724142,3188.65962660443,446,2618,-0.800000000000001,4.66661997241425,3188.60641773629
Reflex syncope,C,Mid,2,19,1,5,72,0.084407971864009,1,5,19,5,641.4,31248.2,21.168189437602,3150.16037514654,439.8,2148.2,2.35,0.76818943760197,3150.10128956624
Remdesivir,C,Mid,1,52,1,7,145,0.127081507449606,0,0,70,11,481.1,16859,58.4259484593214,888.241454864154,476.9,6189,-1.8,4.86594845932142,888.096231375986
Residency (medicine),B,Mid,0,0,0,1,59,0.049789029535865,0,0,16,2,573.1,14000.8,1.17466624497977,3084.59459915612,582.7,12060.8,-2.95,1.09466624497977,3084.54911392405
Restless legs syndrome,B,Mid,2,23,1,5,181,0.074302134646962,1,7,126,8,1441.8,46423.8,25.5323781361167,3346.14117405583,1217,4713.8,9.2,1.13237813611673,3346.09113300493
Rh blood group system,C,Mid,0,0,0,1,11,0.012304250559284,0,0,37,2,475.1,6876.6,1.738316504399,2791.02337807606,473.3,4936.6,7.2,1.658316504399,2791.04563758389
Rhabdomyolysis,FA,Mid,1,12,1,5,142,0.118038237738986,1,6,47,9,787.9,43532.2,16.7126346513658,3349.7242726517,579.3,5702.2,3.9,3.31263465136576,3349.7319201995
Rheumatic fever,B,High,1,15,1,4,145,0.116372391653291,1,6,55,5,840.4,38157.6,20.4670085745559,3245.72110754414,633.4,4207.6,3.3,4.14700857455588,3245.67768860353
Rheumatoid arthritis,B,High,1,14,1,3,421,0.118125701459035,1,7,225,11,1903.3,54950.4,20.6292502150033,3669.72443883277,1658.5,10330.4,8.6,5.38925021500326,3669.64545454545
Rhinovirus,C,Mid,0,0,0,1,15,0.014985014985015,0,0,33,3,539.9,5445.4,1.14059624416057,3463.02847152847,533.5,2535.4,8.5,1.06059624416057,3463.06113886114
Ricin,B,Mid,0,0,0,1,10,0.00523834468308,0,0,56,4,971.7,9245,3.23405140811664,3420.5099528549,968.3,5365,8.55,3.15405140811664,3420.55311681509
Rickets,C,Mid,2,21,1,4,107,0.072987721691678,1,5,44,6,978.3,33866,26.9829709206913,3654.13867667121,774.5,3796,8.5,4.6629709206913,3654.08840381992
Rigor mortis,C,Mid,0,0,0,0,10,0.013831258644537,0,0,0,1,392,2479,1.29032111425324,3420.02627939142,393.6,1509,12.75,1.29032111425324,3420.04730290456
Risperidone,B,High,0,0,0,14,159,0.102382485511912,1,0,72,7,955.3,11019.6,4.660238769758,3399.19452672247,745.3,4229.6,-0.85,3.540238769758,3399.10817772054
RNA vaccine,C,Low,0,0,0,1,56,0.070886075949367,0,0,55,3,368.4,7353.6,3.46422087371976,295.634683544304,364.8,4443.6,2.9,3.38422087371976,295.561518987342
Robert R. Redfield,C,Low,0,0,0,1,32,0.07032967032967,0,0,18,0,205.9,3477.8,3.08694226096196,2382.13362637363,222.7,3477.8,8.05,3.00694226096196,2382.06197802198
Rochelle Walensky,C,Low,0,0,0,0,18,0.116883116883117,0,0,9,0,75.4,853.2,1.60180892771167,149.222077922078,82.8,853.2,6.05,1.60180892771167,149.136363636364
Rorschach test,B,Mid,1,6,1,1,57,0.025932666060055,0,0,16,1,949.2,11237.8,15.1892595430909,3321.54927206551,959.4,10267.8,3.75,8.10925954309093,3321.64686078253
Rubella,B,High,2,23,1,8,65,0.049656226126814,1,7,61,7,908.7,44226.4,29.3172359301639,3413.59434682964,700.9,3486.4,17.2,4.67723593016389,3413.61871657754
Ryan White,FA,Low,0,0,0,0,1,0.00057372346529,0,0,5,0,916.4,4182.4,3.47794659364184,3567.50109007458,921.6,4182.4,22.4,3.47794659364184,3567.56471600688
Sadomasochism,C,Low,0,0,0,1,2,0.000940733772342,0,0,22,0,1086.5,5791.4,8.65512458649769,3636.50178739417,1090.3,5791.4,3.6,8.57512458649769,3636.58353715898
Saline (medicine),C,Mid,1,34,1,3,61,0.089837997054492,1,0,16,2,543.5,4486,37.1948223662755,3059.6706921944,348.7,2546,7.75,1.95482236627555,3059.60603829161
Salmonella,B,High,0,0,0,0,122,0.031467629610524,0,0,101,2,2084.5,7533.8,2.60378571504319,3577.55978849626,2064.3,5593.8,4,2.60378571504319,3577.57846272891
Sandra Lee (dermatologist),Start,Low,0,0,0,0,0,0,0,0,2,0,125.7,798.8,1.12988186578979,692.5,131.3,798.8,8.15,1.12988186578979,692.616666666667
Sanjay Gupta,B,Low,0,0,0,0,10,0.005817335660268,0,0,12,0,838.9,3630.4,2.90226674721439,3179.51105293775,851.9,3630.4,1.65,2.90226674721439,3179.56457242583
Sarcoidosis,B,Mid,2,26,1,6,127,0.084497671324019,1,8,189,11,1007.7,58345.8,32.8265704611705,3316.66054557552,775.9,8875.8,6.7,5.34657046117047,3316.59341317365
Sarin,C,Low,0,0,0,7,13,0.008069522036002,0,0,23,3,796.8,7167.6,6.73529221326639,3500.51533209187,801.2,4257.6,5.75,6.17529221326639,3500.61247672253
Savant syndrome,C,Mid,1,8,1,2,83,0.040330417881438,1,3,25,5,1218.9,20805,10.2753734764777,3263.57662779397,1015.3,1405,-0.25,1.11537347647765,3263.55306122449
Scarlet fever,B,High,1,13,1,3,139,0.063528336380256,1,4,38,7,1343.6,32021.8,20.7426760781506,3472.12070383912,1139.6,5831.8,14.35,6.50267607815063,3472.08555758684
Schizoaffective disorder,C,Mid,2,21,0,4,90,0.039421813403417,0,8,64,7,952.3,54404,24.1025887811975,3344.07490144547,943.7,8814,-12.85,2.78258878119753,3344.05124835742
Schizoid personality disorder,B,Mid,2,21,1,3,37,0.017257462686567,0,5,49,5,1007.9,39493.2,23.1021758431791,3355.0327891791,1008.3,10393.2,1.25,0.862175843179128,3355.05009328358
Schizophrenia,FA,Top,1,19,1,4,1498,0.164092452623508,1,6,404,9,3996.9,51770.8,29.6993959649654,3637.81177565998,3716.5,13940.8,11.35,9.3793959649654,3637.67896812356
Sciatica,B,High,1,15,1,2,170,0.112285336856011,1,5,57,8,929.4,35204.8,18.5027411145829,3266.21334214003,717.2,3194.8,12.6,2.3427411145829,3266.10739762219
Scientific method,B,High,0,0,0,0,30,0.005207429265752,0,0,10,2,2423.1,21461.4,9.92821373921801,3645.5098941156,2435.3,19521.4,4.4,9.92821373921801,3645.6865301163
Scleroderma,C,Mid,2,19,1,5,65,0.139484978540773,1,5,55,7,461.1,34418.6,22.4082207211754,2304.26502145923,252.9,3378.6,-3.25,2.00822072117539,2304.15321888412
Scoliosis,B,High,1,12,1,3,180,0.055197792088317,1,4,51,9,1840.9,33531.6,17.9517442841585,3458.60487580497,1639.7,5401.6,1.2,4.7117442841585,3458.56789328427
Scott Atlas,Start,Low,0,0,0,2,0,0,0,0,6,0,220.1,2727.2,1.69312533125331,242,233.3,2727.2,5.75,1.53312533125331,242.143911439114
Scurvy,B,Mid,1,11,1,4,123,0.05006105006105,1,7,44,4,1471.6,44671,16.6983914614627,3655.09511599512,1277,6841,10.2,4.37839146146272,3655.09694749695
Seborrhoeic dermatitis,C,Mid,2,20,1,6,127,0.119360902255639,1,6,43,3,724.3,34123.2,23.8274062921431,3220.22678571429,519.5,2113.2,5.4,2.34740629214313,3220.11165413534
Seizure,B,High,2,21,1,5,301,0.147332354380813,0,6,102,12,1079.3,46058.2,25.0160115723324,3720.27993147332,1060.3,5318.2,15.85,2.61601157233244,3720.15447870778
Selective serotonin reuptake inhibitor,B,High,1,10,1,7,213,0.078859681599408,0,1,185,7,1347.2,20058.2,22.9180647212992,3641.64983339504,1315,8418.2,1.95,11.3580647212992,3641.5853017401
Self-harm,GA,Mid,2,9,1,2,175,0.042189006750241,0,4,66,7,1955.2,33929.8,16.4415566235757,3443.08015911283,1958.2,7739.8,3.3,6.28155662357571,3443.08649951784
Semen analysis,C,Mid,1,6,1,3,9,0.015734265734266,0,0,22,0,303.6,4015.4,9.23241614123581,2658.5298951049,303,4015.4,2.95,1.99241614123581,2658.58496503496
Sensitivity and specificity,C,Mid,0,0,0,2,18,0.026946107784431,0,0,17,0,332.7,3300.8,3.65501044887602,2792.05119760479,332.7,3300.8,5.7,3.49501044887602,2792.0628742515
Sepsis,B,Top,1,13,1,4,802,0.318253968253968,1,5,173,9,1351.6,43022.6,19.1469646169211,3432.60468253968,1114.2,10042.6,3.9,4.8269646169211,3432.16380952381
Septic shock,C,Mid,2,8,1,5,65,0.094752186588921,0,5,34,6,351.7,33659.4,10.479564690627,3226.68002915452,342.9,3589.4,-0.050000000000001,1.07956469062703,3226.57521865889
Serotonin syndrome,GA,Mid,1,13,1,2,95,0.103938730853392,1,4,75,6,666.9,29576.2,16.49198985651,3578.69748358862,458.3,4356.2,1.6,2.33198985650998,3578.5932166302
Sertraline,B,Mid,1,51,1,13,161,0.059082568807339,1,0,130,10,1438.1,15296.6,56.3580626925864,3444.11225688073,1219.5,5596.6,4,3.31806269258635,3444.10788990826
Severe acute respiratory syndrome,C,Mid,2,20,1,4,54,0.012999518536351,0,6,85,6,2092.6,39525.6,34.7183384566908,3387.02469908522,2079.6,4605.6,0.25,13.3983384566908,3387.0924410207
Severe acute respiratory syndrome coronavirus,C,Mid,0,0,0,1,0,0,0,0,64,2,147.9,3789,2.64029881095423,2913.5,132.9,1849,5,2.56029881095423,2913.59015544041
Severe acute respiratory syndrome coronavirus 2,B,Top,1,1,0,6,128,0.035049288061336,0,1,168,1,1412.9,10561,12.9879196169124,315.066593647317,1390.1,4741,-0.449999999999999,11.5079196169124,315.232803943045
Sex assignment,C,Low,0,0,0,4,4,0.004371584699454,0,0,15,2,449.7,5884.2,1.78178586235398,3151.50830601093,456.9,3944.2,7.2,1.46178586235398,3151.66524590164
Sex reassignment surgery,Start,Mid,0,0,0,2,8,0.005930318754633,0,0,49,1,675.9,7291,1.86258378208842,3481.01126760563,677.7,6321,-7.35,1.70258378208842,3481.11163825056
Sex reassignment surgery (male-to-female),C,Mid,0,0,0,1,6,0.011173184357542,0,0,4,1,272.9,2868,2.64402913670175,3181.02122905028,274.9,1898,7.5,2.56402913670175,3181.07709497207
Sexual intercourse,B,Mid,0,0,0,3,44,0.008048289738431,0,0,65,2,2446.4,15252.8,10.7298204682219,3662.0152917505,2467.8,13312.8,-0.800000000000001,10.4898204682219,3662.17922077922
Sexual reproduction,C,Mid,0,0,0,2,4,0.001399090591116,0,0,17,0,1508.4,3998,4.57622413735105,3622.00265827212,1512.2,3998,10.5,4.41622413735105,3622.11584470094
Sexually transmitted infection,B,Top,1,11,1,6,181,0.045660948536832,1,4,128,8,2222.5,34100,21.4084379351786,3639.08675580222,1996.7,6940,9.15,8.92843793517861,3639.1156407669
Shell shock,Start,Low,2,6,1,1,11,0.023809523809524,0,0,1,2,245.8,5453.4,7.53740121335148,3736.04523809524,249,3513.4,-1.65,0.457401213351479,3736.0987012987
Shingles,GA,High,1,16,1,7,175,0.061295971978984,0,5,130,9,1353.4,39006.2,25.3512167144226,3566.61646234676,1332.2,6026.2,11.6,7.79121671442261,3566.63681260946
Shortness of breath,B,High,2,10,1,3,167,0.2090112640801,0,5,29,5,388.7,32552.4,12.359500634272,3383.89712140175,385.5,3452.4,3.95,1.11950063427196,3383.69073842303
Shyamala Gopalan,C,Low,0,0,0,0,0,0,0,0,3,1,264.4,2558.4,1.72453910713026,490.5,266.6,1588.4,4.75,1.72453910713026,490.540363636364
Sickle cell disease,B,High,1,14,1,6,202,0.034179357021997,0,6,162,9,3116.6,46220,23.8093300253782,3639.56494077834,3086.6,8390,13.05,8.32933002537824,3639.60710659898
Sigmund Freud,B,Low,0,0,0,3,11,0.000870115488056,0,0,21,0,5842.5,26973.4,14.6188059611749,3637.50165321943,5887.1,26973.4,10.5,14.3788059611749,3637.57935453251
Sildenafil,B,Mid,0,0,0,14,87,0.02995867768595,1,0,61,8,1637.1,12413.4,7.66342664994138,3633.5569214876,1441.1,4653.4,3.05,6.54342664994138,3633.6770661157
Simon Baron-Cohen,Start,Low,0,0,0,0,29,0.020055325034578,0,0,31,0,597.8,3372.2,2.12207763419257,3114.03810511757,609,3372.2,3.7,2.12207763419257,3114.06182572614
Sinusitis,B,High,1,13,1,4,299,0.148460774577954,1,6,81,9,1201.2,42561.4,18.4627308894485,3642.2820754717,991.2,4731.4,1.95,4.14273088944849,3642.1358490566
Sjögren syndrome,B,Mid,2,24,1,6,138,0.109263657957245,0,7,95,10,602.6,50114.8,28.7787812501349,3515.20760095012,587.8,6464.8,2,3.29878125013485,3515.10023752969
Sleep apnea,C,High,2,21,1,4,241,0.075336042513285,1,6,109,7,1772,41572,28.8564056336866,3650.64313848078,1554,5682,13.05,6.53640563368658,3650.60071897468
Sleep paralysis,B,Low,1,10,1,1,161,0.03955773955774,1,3,40,8,2281.6,27370.6,13.3915236848487,3349.57515970516,2079.2,5060.6,7.75,2.3115236848487,3349.56191646192
Sleep sex,Start,Mid,1,7,0,0,5,0.00748502994012,0,0,10,9,350.7,11395,8.92929302244245,3097.01422155689,350.3,2665,1.2,1.92929302244245,3097.0871257485
Smallpox,GA,High,1,16,1,5,181,0.035763683066588,1,5,97,10,2704.2,47235,32.9312591796828,3648.06795099783,2497.2,13285,15.15,15.5312591796828,3648.12222880854
Smallpox vaccine,B,Mid,1,20,1,3,32,0.02954755309326,0,0,70,2,564.9,9959.4,27.4602203631353,3512.05614035088,555.1,8019.4,11.2,6.22022036313528,3512.14182825485
Smegma,C,Low,0,0,0,0,5,0.001970055161545,0,0,12,1,1340.2,1750.6,1.68117914210404,3415.00374310481,1339,780.6,8.4,1.68117914210404,3415.08463356974
Smelling salts,Start,Low,0,0,0,0,2,0.004683840749415,0,0,2,2,219.5,2803.2,1.91242676663576,3084.00889929742,222.7,863.2,12.25,1.91242676663576,3084.07587822014
Snuff (tobacco),Start,Low,0,0,0,0,0,0,0,0,5,1,627.7,4547.6,7.3749367483347,2678.5,630.1,3577.6,6.85,7.3749367483347,2678.54449760766
Sodium hypochlorite,C,Low,0,0,0,7,4,0.003000750187547,0,0,27,2,670.8,7539.4,3.42698430368554,3372.50570142536,672.4,5599.4,-4.05,2.86698430368554,3372.56706676669
Solid lipid nanoparticle,C,Low,0,0,0,0,2,0.014705882352941,0,0,11,2,64.9,4183.2,1.76757117295587,2242.52794117647,65.3,2243.2,-8.1,1.76757117295587,2242.54852941176
Spanish flu,GA,Low,1,11,1,3,43,0.008125472411187,0,0,164,3,2580.3,14926.8,24.4807603294439,3385.01543839758,2570.7,12016.8,11.65,12.2407603294439,3385.10068027211
Spina bifida,B,High,1,12,1,5,159,0.063855421686747,1,5,95,8,1481.6,38595,16.9276367035178,3373.6213253012,1268,6585,10.5,3.52763670351778,3373.61662650602
Spinal disc herniation,B,High,2,14,1,7,134,0.11346316680779,0,7,54,6,599.2,44801.2,21.2077487064073,2756.21558001693,590.2,5031.2,7.15,5.64774870640732,2756.09348010161
Spinal stenosis,C,Mid,2,16,1,2,89,0.204128440366972,1,3,29,6,418.6,22677.6,19.5474420240068,1966.3878440367,215.4,2307.6,3.65,2.38744202400679,1966.14036697248
Spironolactone,B,Mid,0,0,0,21,174,0.139088729016787,1,0,204,14,833,24891.6,7.14263173449684,3157.26426858513,625.4,11311.6,3.35,5.46263173449684,3157.27146282974
Squamous cell carcinoma,B,Mid,0,0,0,0,23,0.255555555555556,0,0,15,3,59.7,4623.2,3.24599715099715,776.485555555556,56.9,1713.2,-3.7,3.24599715099715,776.133333333333
Staphylococcus aureus,B,Mid,2,11,0,3,134,0.053153510511702,0,2,163,3,1330.3,21204.2,18.9581969233374,3460.10099166997,1296.5,8594.2,1.15,7.71819692333739,3460.08401428005
Stem cell,B,Low,1,4,1,3,82,0.012249775918733,0,0,112,3,3348.2,11977.2,9.99388547290431,3649.02327457425,3336.8,9067.2,7.05,4.75388547290431,3649.09223184942
Stephen Hahn (oncologist),Start,Low,0,0,0,1,17,0.088082901554404,0,0,2,0,97.2,1985.8,2.6585310287545,2467.16735751295,103.4,1985.8,-4.95,2.5785310287545,2467.08393782383
Stevens–Johnson syndrome,C,Mid,1,15,1,4,107,0.094273127753304,1,7,61,11,768.2,48890.6,18.6300170492288,3640.17911894273,563.6,4270.6,9.85,2.31001704922877,3640.10889867841
Stillbirth,C,Mid,2,18,1,2,110,0.098302055406613,1,7,60,6,763.3,44044.2,22.3993748251259,3357.68677390527,551.9,4274.2,9.5,3.23937482512589,3357.62117962466
Strabismus,C,Mid,2,21,1,4,131,0.095411507647487,1,6,53,4,849.2,37614.4,27.967047085724,3192.68128186453,645,4634.4,5.65,5.647047085724,3192.58521485798
Strain (biology),C,Mid,0,0,0,0,0,0,0,0,18,0,140.2,1082.2,1.30906966381146,3103.5,137.2,1082.2,2.6,1.30906966381146,3103.58157894737
Stroke,B,Top,1,15,1,5,549,0.132384856522788,1,7,260,12,2238.4,58743,24.472028154649,3736.25153122739,1995.8,13153,7.05,8.07202815464899,3736.15813841331
Subarachnoid hemorrhage,FA,Mid,2,26,1,6,111,0.098579040852576,1,7,85,8,762.3,48539.8,32.917386011216,3159.68730017762,551.3,6829.8,9.15,5.43738601121604,3159.75310834813
Subdural hematoma,B,Mid,2,12,1,5,39,0.085714285714286,0,6,20,6,233.1,37461.4,15.9531645882208,3156.66285714286,232.5,2541.4,9.9,2.55316458822077,3156.60549450549
Substance abuse,B,Mid,2,14,1,6,155,0.044260422615648,0,5,64,6,1810.3,38749.2,20.8155247660913,3464.08409480297,1810.7,8679.2,1.85,5.33552476609133,3464.1012564249
Sucharit Bhakdi,C,Low,0,0,0,0,0,0,0,0,3,0,84.3,2090,1.90599667774086,178.5,93.5,2090,-7.05,1.90599667774086,178.531428571429
Sudden infant death syndrome,B,High,2,23,1,4,269,0.104303993796045,1,7,108,6,1469.3,43436.8,28.1646761078263,3502.69817758821,1248.1,3666.8,11.65,3.84467610782633,3502.61306708026
Suicidal ideation,Start,Low,2,8,1,3,65,0.103833865814697,0,3,45,2,324.3,20426.4,11.5433684277871,2867.19728434505,322.1,3936.4,-0.9,2.30336842778713,2867.10734824281
Suicide,GA,Top,1,10,1,2,944,0.108393615799747,1,5,192,6,4227.7,39794.4,25.5342830895368,3665.20594787002,4021.5,9724.4,16.4,14.3742830895368,3665.13675508095
Surrogacy,B,Low,0,0,0,1,14,0.006060606060606,0,0,43,4,1141.8,11083.8,2.41056454319169,3035.01151515152,1139.4,7203.8,-2.2,2.33056454319169,3035.05714285714
Sweating sickness,B,Low,2,6,1,3,11,0.015514809590973,0,2,22,1,361.8,14652.6,11.018903734967,3118.02947813822,362.4,3982.6,19.5,3.778903734967,3118.11847672779
Synesthesia,B,Mid,2,9,1,2,141,0.037842190016103,0,2,63,7,1769.7,24704.6,15.5105443341634,3363.07190016103,1771.9,8214.6,10.6,5.35054433416337,3363.06215780998
Synthetic cannabinoids,C,Low,0,0,0,1,28,0.013923421183491,0,0,66,1,972.6,9837,8.12687200075054,2329.52645450025,984.8,8867,6.45,8.04687200075054,2329.60979612133
Tachycardia,C,High,2,10,1,4,75,0.094102885821832,0,3,11,4,401.8,20950.2,12.991872479598,3428.67879548306,400.2,2520.2,0.5,1.67187247959804,3428.61744040151
Tampon,C,Mid,0,0,0,1,9,0.003363228699552,0,0,57,3,1443.7,7596.4,5.06293812046606,3330.00639013453,1435.3,4686.4,6.45,4.98293812046606,3330.09977578475
Tardive dyskinesia,C,Low,2,22,1,3,69,0.094391244870041,1,6,54,4,578.9,35730.2,23.7639368978665,3293.17934336525,366.9,2750.2,6.75,0.523936897866519,3293.0804377565
Tasuku Honjo,C,Unknown,0,0,0,1,4,0.011396011396011,0,0,16,0,201.6,1403.4,4.75047850770479,1388.52165242165,204.2,1403.4,-9.85,4.67047850770479,1388.57521367521
Tedros Adhanom,C,High,0,0,0,1,12,0.012232415902141,0,0,70,0,447.1,6480,9.07062854356462,1513.02324159021,470.9,6480,9.55,8.99062854356462,1513.05993883792
Terri Schiavo case,GA,Low,0,0,0,1,7,0.000674633770239,0,0,8,0,4305.2,8569.4,4.03632964724784,3170.50128180416,4339,8569.4,15.05,3.95632964724784,3170.6298766384
Testosterone,B,High,0,0,0,14,263,0.0697983014862,1,0,169,1,2062,10611.8,7.0683748759566,3640.63261677282,1855.2,9641.8,2.6,5.9483748759566,3640.62531847134
Tetanus,B,High,1,16,1,2,138,0.04971181556196,1,6,62,8,1695.1,41308.2,21.8354196820868,3565.09445244957,1482.5,4448.2,14.45,4.67541968208681,3565.10677233429
